critic_name,media,movie_title,review_date,individual_meta_score,text
Kenneth Turan,Los Angeles Times,Legally Blonde,,50,"Guilty of squandering resources. Amusing as it goes about setting up its premise, in Witherspoon, the gifted veteran of ""Election"" and ""Pleasantville,"" it has an actress willing to throw herself completely into the part to excellent effect."
